FMGC交输数据不正常,FMGC数据对比失败
不预位灯亮,预位电门故障
FMGC交输数据不正常,RMP备用导航打开了
GPSI失效,有部分零件损坏
操纵杆下部的副翼转换机构引起摩擦力过大,与机组有关
EGT数值高于正常水平,APU引气压力过低
跳开关跳出现象,自动速度刹车控制组件故障
手柄转动力量不正常,预位电门故障
发动机火警探测失败,假烟雾信息
飞机无法爬升也无法减速,飞机注油盒内没有润滑油
货舱烟雾警告,单环路出现问题
偏航阻尼,FAC开关失效
系统失效,部件上的封圈老化
出现PFR信息,区域传感器通风不正常
前缘过渡灯不灭,传感器故障
厕所出现烟雾,单环路出现问题
N2转速上不去,APU引气压力过低
油液渗漏,意外碰撞
油液渗漏,壳体裂纹
空调温度错误,空调系统中硬件损坏
飞机偏离航道,天气不好
飞机偏出或冲出跑道,传动蜗杆的固定螺栓丢失
飞机无法减速,传动蜗杆摩擦力过大
发动机启动失败,APU引气压力过低
舱门出现噪音,机腹封条太少
飞机向另一侧倾斜,后缘襟翼传动蜗杆引起卡阻
空调系统组件失效,发动机关闭了引气
副翼校装有误差,组件之间润滑不到位
转速超过机型最高设计转速,调速器弹簧被压缩过紧。
包皮震动明显,汽缸头温度或汽化器温度过低
发动机火警探测失败,乘客吸烟
机身抖动,后缘襟翼之间的间隙超标
动力系统不能正常工作,放气活门没有关上
系统失效,结头封圈失效
通电后FD不能接通,FMGC自检没有通过
N2转速上不去,没有打开放气活门
TCAS参数有误,有部分零件损坏
发动机间歇性停车,汽化器过脏，油路瞬间堵塞或油路气塞，造成短时间不供油
飞机向另一侧倾斜,传动蜗杆的固定螺栓松脱
GPSI不工作,有部分零件损坏
飞行中机身抖动,升降舵调整片铰链磨严重
系统液压油渗漏,筒内封严磨损
起落架渗漏,前起落架收放液压软管磨损
对边FMGC数据无法输入,没有通过FMGC自检
空调系统组件失效,空调组件损坏
无法获得对边FMGC输入的无线电导航数据,FMGC数据对比没有通过
轮舱渗漏,飞机液压泵处的液压管与弯管有磨损
跳开关跳开,手柄作动器故障
打不开右发动机防冰活门,管路与发动机防冰活门管路的磨损
系统液压油渗漏,接头处的弯管有弯折
落地后减速板升不起来,防滞刹车双通道失效引起
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,PRV
襟翼卡阻,后缘襟翼传动蜗杆引起卡阻
起落架渗漏,管路间距没控制好
飞机向另一侧翻滚,传动蜗杆的固定螺栓丢失
气象雷达数据错误,天线失效
电门失效,传感器故障
舱门关不上,组件间隙有杂物
前缘过渡灯不灭,位置电门故障
飞机向另一侧翻滚,蜗杆腐蚀
系统液压油渗漏,安装软管时壁管扭曲
前缘过渡灯闪亮,死接头腐蚀
飞机无法爬升也无法减速,没有严格固定螺钉力矩
舱单不能打印,ACP/RMP出现故障
N2转速太低,放气活门没有打开
打印舱单失败,ACP/RMP出现故障
速度刹车升不起来，且速度刹车跳开关跳开,速度刹车操纵系统故障
启动时EGT较高,没有打开放气活门
速度刹车升不起来，且速度刹车跳开关跳开,作动器故障
电子设备舱故障灯亮起,频率偏离较大
发动机火警探测显示异常,乘客吸烟
包皮震动明显,收放系统动作筒漏气
GPSI失效,天线故障
方向舵PCU漏油率较高,封圈扭曲
IRU故障,飞机计算机不能正常运行
落地后减速板升不起来,预位电门故障
出现PFR信息,发动机关闭了引气
液压油量在短时间内大量流失,升降舵舱内的液压软管相互磨损
油液渗漏,PCU上的一个堵头封圈破损
IRU故障,复位MMR失败
系统液压油渗漏,封圈扭曲
部件渗漏,结头封圈失效
落地后减速板升不起来,扰流板比例变换器问题
气象雷达不准确,计算机失效
调整片校装有误差,各个组件之间有误差
空调温度不可调节,区域传感器通风不正常
飞机超过轮速而爆胎,传动蜗杆摩擦力过大
起飞警告,停留刹车故障
RA故障,雷雨天气
襟翼既放不下来也收不回去,传动蜗杆生锈
包皮震动明显，飞机呈“摇头”状态，功率下降，速度减小。,发动机部分机件损坏
空调温度调节失败,区域传感器通风不正常
飞机位置有漂移,雷雨天气
无法获得对边FMGC输入的无线电导航数据,没有更新导航数据库
空调系统组件失效,区域传感器损坏
IRU故障,有部分零件损坏
跳开关跳开,手柄作动器不在放下位
襟翼既放不下来也收不回去,注油盒与蜗杆间的润滑不好
不能打印舱单,ACP/RMP第一步故障
系统液压油渗漏,结头封圈失效
GPSI失效,硬件出现损坏
舱门关不上,门锁出现故障
RA故障,没有正确校准导航相关数据
速度刹车升不起来，且速度刹车跳开关跳开,预位电门故障
飞机超过轮速而爆胎,蜗杆被磨损
起飞警告,减速板手柄位置电门故障
系统液压油渗漏,意外碰撞
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,10HA
部件渗漏,踩踏管路
起落架渗漏,结头封圈失效
机身抖动,升降舵调整片铰链磨严重
飞机向另一侧倾斜,传动蜗杆摩擦力过大
飞机呈“摇头”状态,收放系统动作筒裂开
襟翼既放不下来也收不回去,没有严格固定螺钉力矩
GPSI不工作,天线失效
FMGC不能正常运输数据,FMGC工作故障
APU漏油,MEL失效
PFR信息出现,发动机关闭了引气
副翼操纵力感觉过大,副翼钢索系统中断丝
油液渗漏,接头松动
后缘襟翼机械不对称,弹簧疲劳
获取不到FMGC的导航数据,FMGC数据对比失败
飞机位置有漂移,飞机计算机不能正常运行
发动机余油口漏油,没有打开放气活门
方向舵PCU漏油率较高,筒内封严磨损
烟雾警告灯亮起,乘客吸烟
IRU故障,硬件出现损坏
操纵杆下部的副翼转换机构引起摩擦力过大,助力系统有故障
调整片校装有误差,连接曲柄断裂
速度刹车升不起来，且速度刹车跳开关跳开,扰流板比例变换器问题
气象雷达不准确,复位MMR失败
飞机出现烟雾,单环路故障
飞机偏出或冲出跑道,传动蜗杆的固定螺栓松脱
落地后减速板升不起来,作动器故障
货舱出现烟雾,单环路故障
通电后FD不能接通,FMGC数据对比失败
货舱烟雾警告,烟雾信息错误
油液渗漏,升降舵舱内的液压软管相互磨损
发动机启动失败,APU引气压力低于正常值
轮舱渗漏,壳体裂纹
空调系统组件失效,区域传感器通风不正常
空调温度调节不了,发动机关闭了引气
系统液压油渗漏,装管路接头时没有对正
襟翼既放不下来也收不回去,飞机注油盒内没有润滑油
发动机火警探测显示异常,单环路出现问题
飞机向另一侧倾斜,注油盒与蜗杆间的润滑不好
后缘襟翼卡阻。,襟翼蜗杆传动齿轮箱漏油
APU启动不成功,MEL没有成功
副翼操纵力感觉过大,PCU问题
襟翼既放不下来也收不回去,注油盒内部被磨损
调整片校装有误差,定中凸轮与滚轮磨损
动力系统不能正常工作,放气活门没有关严
手柄转动力量不正常,防滞刹车双通道失效引起
速度刹车不能预位,自动速度刹车控制组件故障
IRU故障,天气不好
IRU参数有误,硬件出现损坏
气象雷达数据错误,天气不好
飞机无法减速,传动蜗杆的固定螺栓松脱
IRU错误,计算机失效
气象雷达数据错误,有部分零件损坏
关闭左发动机时间延迟,启动活门的转轴被腐蚀
前缘过渡灯闪亮,插头松动
飞机头顶板故障灯亮了,组件间隙有杂物
无法获得对边FMGC输入的无线电导航数据,RMP备用导航打开了
飞机无法减速,注油盒与蜗杆间的润滑不好
舱门关上后闪现打开,舱门下沉
跳开关跳开,速度刹车操纵系统故障
液压油量在短时间内大量流失,主起落架收放作动筒供油管破损
打不开右发动机防冰活门,防冰活门移动压力管路漏气
机身抖动,升降舵调整片承载负荷过大
舱门关闭困难,门锁出现故障
空调温度不可调节,空调系统中硬件损坏
TCAS参数有误,天气不好
不预位灯亮,速度刹车操纵系统故障
通电后FD不能接通,RMP备用导航打开了
副翼校装有误差,各个组件之间有误差
发动机漏油,APU引气压力过低
方向舵没有配平,忘记复位FAC
通电后FD不能接通,FMGC工作故障
飞机失速,滑油漏光
起飞警告,前缘襟翼位置指示故障
方向舵不正,FAC没有复位
飞机上升不了高度,后缘襟翼传动蜗杆引起卡阻
气象雷达数据错误,计算机失效
空调温度调节失败,空调系统中硬件损坏
系统液压油渗漏,副翼动力控制组件液压软管磨损
方向舵PCU漏油率较高,壳体裂纹
预位灯与不预位灯都不亮,扰流板比例变换器问题
关闭右发动机活门时间过长,启动活门转轴生锈了
方向舵PCU漏油率较高,喷漆时没注意保护所有PCU活塞表面
飞机位置有误,有部分零件损坏
左发动机启动活门关闭时间延迟,启动活门转轴出现锈蚀
通电后FD接通不了,FMGC自检没有通过
左发动机启动活门关闭时间延迟,启动活门转轴生锈了
N2转速上不去,油量不足
烟雾警告灯亮起,单环路故障
厕所烟雾警告,乘客吸烟
FMGC不能交输数据,FMGC自检没有通过
跳开关跳出现象,防滞系统故障
气象雷达不准确,有部分零件损坏
预位灯与不预位灯都不亮,速度刹车手柄作动器可靠性不好
轮舱渗漏,拧紧力矩不符合要求
方向舵PCU漏油率较高,前起落架收放液压软管磨损
系统失效,封圈扭曲
飞机操纵力感觉较重,钢索系统损坏
动力系统不能正常工作,APU引气压力过低
关闭左发动机时间延迟,启动活门转轴生锈了
飞机失速,传动蜗杆生锈
前缘过渡灯不灭,插头松动
FMGC不能正常运输数据,导航数据库没有更新
襟翼蜗杆漏油,注油盒漏油一般是由注油嘴丢失
轮舱渗漏,接头松动
方向舵PCU漏油率较高,飞行扰流板作动器封圈破损
气象雷达不准确,雷雨天气
飞机位置有漂移,天线故障
发动机启动失败,放气活门没有关严
起落架渗漏,软管疲劳断裂
起落架渗漏,主起落架收放作动筒供油管破损
飞机失速,后缘襟翼传动蜗杆引起卡阻
系统失效,封圈安装不规范
N2转速太低,忘记打开放气活门
EGT数值较高,没有打开放气活门
系统失效,意外碰撞
起落架渗漏,拧紧力矩不符合要求
动力系统不能正常工作,APU引气压力低于正常值
跳开关跳开,防滞系统故障
方向舵PCU漏油率较高,软管疲劳断裂
电门失效,插头松动
方向舵PCU漏油率较高,强行搬动管路作为扶手
启动时EGT较高,放气活门没有打开
前缘过渡灯闪亮,死接头腐蚀松动断裂
部件渗漏,飞机液压泵处的液压管与弯管有磨损
航线偏离,FAC开关跳出
机身抖动,铰链间隙过大
手柄转动力量不正常,速度刹车手柄作动器可靠性不好
油液渗漏,副翼动力控制组件液压软管磨损
空调系统组件失效,空调系统中硬件损坏
方向舵PCU漏油率较高,前缘作动筒与扰流板 PCU漏油
飞机向另一侧倾斜,没有严格固定螺钉力矩
后缘襟翼机械不对称,各个组件之间有误差
发动机余油口漏油,油量不足
速度刹车不能预位,手柄作动器不好
电子舱不能通风,进气活门被杂物堵住
飞机位置有漂移,复位MMR失败
TCAS故障,没有正确校准导航相关数据
发动机余油口漏油,APU引气压力低于正常值
部件渗漏,强行搬动管路作为扶手
副翼定中机构不在中立位,传动机构磨损
右发动机起动活门关闭过晚,启动活门的转轴被腐蚀
飞机向另一侧翻滚,传动蜗杆的固定螺栓松脱
部件渗漏,软管疲劳断裂
飞机超过轮速而爆胎,传动蜗杆的固定螺栓松脱
飞机偏离航道,天线故障
发动机火警探测故障,假烟雾信息
舱门附近出现噪音,机腹封条损坏
关闭右发动机活门时间过长,启动活门的转轴被腐蚀
空调温度过高,发动机关闭了引气
IRU参数有误,缺失零件
跳开关跳出现象,作动器故障
飞机功率下降,发动机过贫油或过富油
调整片校装有误差,传动机构变形
起落架渗漏,飞行扰流板作动器封圈破损
EGT数值较高,放气活门没有打开
舱门出现噪音,机腹封条损坏
转速超过机型最高设计转速,调速器弹簧被压缩过紧。
EGT数值较高,放气活门没有关严
作动器工作不停,自动速度刹车控制组件故障
行程偏离轨道,FAC开关失效
不能打印舱单,打印硬件故障
TCAS参数有误,天线故障
不预位灯亮,自动速度刹车控制组件故障
飞机超过轮速而爆胎,蜗杆腐蚀
部件渗漏,意外碰撞
空调温度过高,发动机引气关闭
飞机无法减速,滑油漏光
飞机失速,蜗杆歪斜
操纵杆下部的副翼转换机构引起摩擦力过大,副翼钢索系统磨损
轮舱渗漏,接头松动
液压油量在短时间内大量流失,接头处的弯管有弯折
航线偏离,方向舵没有配平
飞机操纵力感觉较重,助力系统有问题
EGT数值较高,忘记打开放气活门
起落架渗漏,升降舵舱内的液压软管相互磨损
预位灯与不预位灯都不亮,手柄作动器不好
后缘襟翼机械不对称,组件之间润滑不到位
襟翼卡阻,注油盒内部被磨损
空调系统调节失效,发动机引气压力过低
EGT数值高于正常水平,放气活门没有关上
螺旋桨发生尖锐刺耳的声音。,调速器弹簧被压缩过紧。
对边FMGC数据无法输入,FMGC工作故障
起落架渗漏,接头松动
落地后减速板升不起来,手柄作动器不在放下位
电子舱通风故障,电源电压较大
机身抖动,副翼与升降舵调整片饺链磨损
包皮震动明显,发动机部分机件损坏
起落架渗漏,飞机液压泵处的液压管与弯管有磨损
APU不能启动,前余油口运转漏油过多
飞机位置有误,天线故障
偏航阻尼,FAC没有复位
飞机操纵力感觉较重,扰流板钢索鼓轮咬滞
飞机位置有漂移,天线失效
APU不能启动,MEL没有成功
副翼定中机构不在中立位,弹簧疲劳
注油盒漏油,蜗杆得不到润滑
包皮震动明显,高空杆使用不当
系统液压油渗漏,软管断丝扎伤管壁
速度刹车不能预位,作动器故障
IRU故障,没有正确校准导航相关数据
飞机无法减速,蜗杆歪斜
发动机余油口漏油,APU引气压力过低
行程偏离轨道,忘记复位FAC
后缘襟翼机械不对称,钢索与鼓轮之间磨损
APU漏油,APU失效
电子舱不能通风,杂物堵住蒙皮进气口
厕所烟雾警告,单环路出现问题
RA故障,天气不好
飞机上升不了高度,传动蜗杆摩擦力过大
飞机偏出或冲出跑道,蜗杆腐蚀
电门失效,导线断裂
空调系统调节失效,区域传感器损坏
TCAS参数有误,复位MMR失败
襟翼卡阻,传动蜗杆磨损
FMGC不能交输数据,FMGC数据对比没有通过
货舱出现烟雾,乘客吸烟
货舱烟雾警告,单环路故障
落地后减速板升不起来,预位电门故障
电子设备舱故障灯亮起,电源电压较大
后缘襟翼卡阻。,液压油高温且压力也较高
电门失效,FSIM故障
油液渗漏,喷漆时没注意保护所有PCU活塞表面
电子舱通风故障,鼓风扇故障
手柄转动力量不正常,速度刹车操纵系统故障
部件渗漏,没有按要求润滑
空调系统调节失效,区域传感器不能正常通风
不预位灯亮,作动器故障
后缘襟翼卡阻。,引起蜗杆磨损
GPSI不工作,缺失零件
落地后减速板升不起来,自动速度刹车控制组件故障
拉力减小，高度下降,调速器分油活门被卡在下位。
发动机启动活门时间过长,启动活门的转轴被腐蚀
飞机无法减速,注油嘴丢失
襟翼既放不下来也收不回去,传动蜗杆摩擦力过大
油液渗漏,硬管管壁破裂
飞机失速,注油盒内部被磨损
空调温度调节不了,区域传感器损坏
N2转速上不去,放气活门没有关严
落地后减速板升不起来,手柄作动器不好
对边FMGC数据无法输入,FMGC数据对比没有通过
行程受限制,FAC开关跳出
前缘过渡灯闪亮,位置电门故障
作动器工作不停,作动器故障
舱单打印错误,打印硬件故障
GPSI不工作,飞机计算机不能正常运行
副翼操纵力感觉过大,定中弹簧调节过紧
不预位灯亮,防滞系统故障
飞机向另一侧倾斜,注油盒润滑不好
空调温度错误,区域传感器损坏
方向舵PCU漏油率较高,飞机液压泵处的液压管与弯管有磨损
EGT数值高于正常水平,APU引气压力过低
飞机操纵力感觉较重,PCU内部阀门有卡滞
部件渗漏,部件上的封圈老化
GPSI不工作,天线故障
GPSI失效,飞机计算机不能正常运行
空调温度过高,区域传感器损坏
方向舵不正,忘记复位FAC
注油盒漏油,注油盒漏油一般是由注油嘴丢失
跳开关跳开,手柄作动器不好
方向舵没有配平,方向舵没有配平
出现PFR信息,发动机引气压力过低
轮舱渗漏,飞行扰流板作动器封圈破损
起落架渗漏,PCU上的一个堵头封圈破损
飞机向另一侧翻滚,注油盒与蜗杆间的润滑不好
出现PFR信息,空调系统中硬件损坏
通电后FD接通不了,FMGC数据对比失败
方向舵PCU漏油率较高,接头损伤
襟翼既放不下来也收不回去,蜗杆腐蚀
操纵杆下部的副翼转换机构引起摩擦力过大,定中机构或控制钢索问题
飞行中机身抖动,副翼与升降舵调整片饺链磨损
跳开关跳开,扰流板比例变换器问题
起落架渗漏,接头松动
飞机超过轮速而爆胎,没有严格固定螺钉力矩
启动时EGT较高,APU引气压力过低
飞机操纵力感觉较重,定中弹簧调节过紧
空调温度调节失败,区域传感器损坏
操纵力感觉过大,助力系统有故障
飞行中机身抖动,铰链间隙过大
部件渗漏,封圈安装不规范
操纵杆下部的副翼转换机构引起摩擦力过大,定中机构润滑不够
飞机头顶板故障灯亮了,门锁出现故障
无法获得对边FMGC输入的无线电导航数据,没有通过FMGC自检
包皮震动明显，飞机呈“摇头”状态，功率下降，速度减小。,过贫油或过富油
厕所出现烟雾,烟雾信息错误
飞机呈“摇头”状态,高空杆使用不当
N2转速上不去,放气活门没有关上
起落架渗漏,副翼动力控制组件液压软管磨损
飞行中机身抖动,副翼与升降舵调整片铰链磨严重
液压油量在短时间内大量流失,PCU上的一个堵头封圈破损
出现PFR信息,发动机引气关闭
飞机上升不了高度,蜗杆歪斜
偏航阻尼,FAC开关跳出
副翼校装不准确,定中凸轮不能回到中心位
飞机向另一侧倾斜,传动蜗杆生锈
飞机速度减小,收放系统动作筒漏气
系统失效,前起落架收放液压软管磨损
操纵杆下部的副翼转换机构引起摩擦力过大,副翼扇形盘曲柄连接不好
方向舵PCU漏油率较高,结头封圈失效
副翼校装不准确,钢索与鼓轮之间磨损
FMGC不能正常运输数据,FMGC数据对比失败
方向舵PCU漏油率较高,踩踏管路
轮舱渗漏,结头封圈失效
部件渗漏,升降舵舱内的液压软管相互磨损
手柄转动力量不正常,扰流板比例变换器问题
跳开关跳出现象,预位电门故障
系统失效,强行搬动管路作为扶手
不预位灯亮,扰流板比例变换器问题
发动机漏油,APU引气压力低于正常值
飞机超过轮速而爆胎,注油盒与蜗杆间的润滑不好
FMGC交输数据不正常,FMGC自检没有通过
方向舵PCU漏油率较高,部件上的封圈老化
飞机向另一侧翻滚,传动蜗杆磨损
发射电门失效,发车电门损坏
副翼操纵力感觉过大,扰流板钢索鼓轮咬滞
飞机偏离航道,天线失效
飞机位置有误,硬件出现损坏
RA故障,计算机失效
操纵力感觉过大,副翼钢索系统磨损
后缘襟翼机械不对称,定中凸轮不能回到中心位
EGT数值高于正常水平,放气活门没有关严
飞机功率下降,点火系统故障
操纵力感觉过大,副翼转换机构下的扰流板钢索鼓轮咬滞
对边FMGC数据无法输入,RMP备用导航打开了
飞机超过轮速而爆胎,注油盒润滑不好
机身抖动,飞机襟翼间隙超标的问题
飞机失速,注油盒润滑不好
RA故障,天线故障
机身抖动,副翼与升降舵调整片铰链磨严重超标
APU漏油超出正常值,MEL没有成功
液压油量在短时间内大量流失,壳体裂纹
飞机呈“摇头”状态,发动机部分机件损坏
液压油量在短时间内大量流失,副翼动力控制组件液压软管磨损
起落架渗漏,喷漆时没注意保护所有PCU活塞表面
飞机偏出或冲出跑道,传动蜗杆生锈
预位灯与不预位灯都不亮,手柄作动器故障
跳开关跳出现象,手柄作动器不在放下位
飞机向另一侧翻滚,注油盒内部被磨损
APU漏油超出正常值,前余油口漏油
通电后FD接通不了,没有通过FMGC自检
飞机超过轮速而爆胎,传动蜗杆磨损
GPSI失效,雷雨天气
货舱出现烟雾,单环路出现问题
飞机位置有漂移,硬件出现损坏
襟翼既放不下来也收不回去,传动蜗杆的固定螺栓松脱
系统失效,升降舵舱内的液压软管相互磨损
飞机位置有漂移,缺失零件
对边FMGC数据无法输入,FMGC自检没有通过
通电后FD不能接通,FMGC工作系统出现错误
发动机火警探测显示异常,烟雾信息错误
飞机机身整体出现晃动,机腹封条太少
发动机间歇性停车,高空杆使用不当
动力系统不能正常工作,油量不足
RA故障,天线失效
部件渗漏,管路间距没控制好
舱单不能打印,ACP/RMP第一步故障
通电后FD接通不了,导航数据库没有更新
航线偏离,FAC开关失效
操纵力感觉过大,PCU输入杆连接不好
襟翼既放不下来也收不回去,注油盒润滑不好
对边FMGC数据无法输入,FMGC数据对比失败
襟翼卡阻,没有严格固定螺钉力矩
预位灯与不预位灯都不亮,预位电门故障
操纵力感觉过大,助力系统有问题
速度刹车不能预位,预位电门故障
空调温度调节失败,空调组件损坏
舱门关上后闪现打开,门锁出现故障
空调系统组件失效,区域传感器不能正常通风
飞机无法减速,蜗杆被磨损
出现PFR信息,区域传感器损坏
RA故障,复位MMR失败
飞机偏离航道,飞机计算机不能正常运行
预位灯与不预位灯都不亮,速度刹车操纵系统故障
飞机位置有误,飞机计算机不能正常运行
前缘过渡灯不灭,导线断裂
跳开关跳开,作动器故障
舱门附近出现噪音,缺失机腹封条
飞机无法减速,没有严格固定螺钉力矩
电门失效,死接头腐蚀松动断裂
TCAS故障,雷雨天气
飞机偏离航道,硬件出现损坏
副翼定中机构不在中立位,钢索与鼓轮之间磨损
获取不到FMGC的导航数据,没有通过FMGC自检
发动机漏油,APU引气压力过低
方向舵不正,方向舵没有配平
部件渗漏,主起落架收放作动筒供油管破损
液压油量在短时间内大量流失,主起落架锁作动筒液压软管磨损
飞机向另一侧翻滚,后缘襟翼传动蜗杆引起卡阻
舱单打印错误,ACP/RMP出现故障
GPSI不工作,复位MMR失败
GPSI不工作,硬件出现损坏
飞行中机身抖动,后缘襟翼之间的间隙超标
空调系统调节失效,空调系统中硬件损坏
FMGC不能正常运输数据,没有更新导航数据库
飞行中机身抖动,后缘襟翼之间的间隙过大
飞机失速,蜗杆被磨损
预位灯与不预位灯都不亮,预位电门故障
方向舵PCU漏油率较高,PCU上的一个堵头封圈破损
舱单不能打印,打印硬件故障
飞机机身整体出现晃动,机腹封条损坏
部件渗漏,自身封严失效 
右发动机防冰活门不能打开,防冰活门移动压力管路漏气
发动机火警探测故障,单环路故障
系统失效,安装软管时壁管扭曲
右发动机防冰活门不能打开,管路与发动机防冰活门管路的磨损
EGT数值较高,放气活门没有关上
左发动机防冰活门不能打开,防冰活门移动压力管路漏气
出现PFR信息,空调组件损坏
PFR信息出现,空调组件损坏
飞行中机身抖动,副翼与升降舵调整片铰链磨严重超标
空调温度不可调节,发动机引气压力过低
转速超过机型最高设计转速,调速器分油活门被卡在下位。
飞机超过轮速而爆胎,传动蜗杆生锈
飞机向另一侧倾斜,注油盒内部被磨损
襟翼卡阻,蜗杆被磨损
轮舱渗漏,硬管管壁破裂
气象雷达数据错误,硬件出现损坏
系统液压油渗漏,自身封严失效 
速度刹车升不起来，且速度刹车跳开关跳开,手柄作动器故障
操纵力感觉过大,PCU问题
前缘过渡灯不灭,传感器附近的线路故障
操纵杆下部的副翼转换机构引起摩擦力过大,PCU问题
飞机失速,传动蜗杆磨损
副翼操纵力感觉过大,PCU阀门有卡住
包皮震动明显,收放系统动作筒裂开
飞机操纵力感觉较重,副翼钢索系统磨损
油液渗漏,结头封圈失效
轮舱渗漏,部件上的封圈老化
方向舵不正,FAC开关跳出
系统液压油渗漏,接头损伤
襟翼卡阻,传动蜗杆的固定螺栓松脱
发动机火警探测故障,单环路出现问题
副翼操纵力感觉过大,钢索系统损坏
发动机漏油,左右转轴卡住
系统失效,拧紧力矩不符合要求
部件渗漏,接头处的弯管有弯折
GPSI不工作,没有正确校准导航相关数据
不预位灯亮,手柄作动器不在放下位
动力系统不能正常工作,APU引气压力过低
电子设备舱故障灯亮起,杂物堵住蒙皮进气口
行程偏离轨道,FAC没有复位
电子舱不能通风,电源电压较大
系统液压油渗漏,管路间距没控制好
TCAS参数有误,硬件出现损坏
自动停车,APU失效
IRU错误,硬件出现损坏
偏航,FAC开关跳出
部件渗漏,喷漆时没注意保护所有PCU活塞表面
副翼操纵力感觉过大,副翼扇形盘曲柄连接不好
前缘过渡灯闪亮,插头松动
不预位灯亮,预位电门故障
飞机操纵力感觉较重,PCU输入杆连接不好
副翼操纵力感觉过大,助力系统有问题
启动时EGT较高,APU引气压力过低
部件渗漏,方向舵PCU使用频率过高
手柄转动力量不正常,手柄作动器不好
速度刹车升不起来，且速度刹车跳开关跳开,自动速度刹车控制组件故障
调整片校装有误差,组件之间润滑不到位
无法获得对边FMGC输入的无线电导航数据,FMGC数据对比失败
飞机速度减小,高空杆使用不当
前缘过渡灯不灭,插头松动
飞机偏出或冲出跑道,飞机注油盒内没有润滑油
飞行中机身抖动,升降舵调整片承载负荷过大
烟雾警告响起,假烟雾信息
烟雾警告响起,乘客吸烟
前缘过渡灯不灭,死接头腐蚀
飞行中上下飘摆,升降舵调整片承载负荷过大
打印舱单失败,打印硬件故障
获取不到FMGC的导航数据,FMGC数据对比没有通过
右发动机起动活门关闭过晚,启动活门转轴出现锈蚀
液压油量在短时间内大量流失,踩踏管路
电子设备舱故障灯亮起,进气活门被杂物堵住
手柄转动力量不正常,作动器故障
FMGC交输数据不正常,FMGC数据对比没有通过
跳开关跳出现象,手柄作动器不好
后缘襟翼卡阻。,襟翼蜗杆注油盒漏油
前缘过渡灯不灭,FSIM故障
轮舱渗漏,接头处的弯管有弯折
液压油量在短时间内大量流失,飞行扰流板作动器封圈破损
跳开关跳开,速度刹车手柄作动器可靠性不好
系统失效,飞行扰流板作动器封圈破损
飞机偏离航道,计算机失效
右发动机起动活门关闭过晚,启动活门转轴生锈了
注油盒漏油,注油嘴被拔掉
打不开右发动机防冰活门,防冰活门移动压力管路漏气
飞机操纵力感觉较重,定中机构润滑不够
气象雷达数据错误,天线故障
飞机偏出或冲出跑道,注油盒与蜗杆间的润滑不好
出现PFR信息,空调系统中硬件损坏
跳开关跳开,预位电门故障
舱门关闭困难,舱门下沉
通电后FD不能接通,导航数据库没有更新
液压油量在短时间内大量流失,拧紧力矩不符合要求
EGT数值高于正常水平,忘记打开放气活门
TCAS参数有误,计算机失效
起落架渗漏,主起落架锁作动筒液压软管磨损
空调温度错误,发动机引气压力过低
空调温度过高,空调系统中硬件损坏
飞机向另一侧翻滚,传动蜗杆生锈
飞机机身整体出现晃动,机腹封条缺失
对边FMGC数据无法输入,FMGC工作系统出现错误
系统失效,喷漆时没注意保护所有PCU活塞表面
油液渗漏,接头处的弯管有弯折
APU不能启动,APU失效
系统液压油渗漏,主起落架收放液压软管磨损
货舱烟雾警告,有乘客吸烟
发动机余油口漏油,左右转轴卡住
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,恒温控制器气滤不行
发动机启动失败,忘记打开放气活门
行程偏离轨道,方向舵没有配平
方向舵PCU漏油率较高,自身封严失效 
飞机速度减小,汽缸头温度或汽化器温度过低
厕所烟雾警告,假烟雾信息
RA故障,硬件出现损坏
飞机向另一侧倾斜,注油嘴丢失
系统失效,接头松动
速度刹车不能预位,速度刹车手柄作动器可靠性不好
飞机超过轮速而爆胎,飞机注油盒内没有润滑油
无法获得对边FMGC输入的无线电导航数据,FMGC自检没有通过
航线偏离,FAC没有复位
飞机出现烟雾,烟雾信息错误
系统液压油渗漏,拧紧力矩不符合要求
飞机向另一侧倾斜,滑油漏光
通电后FD接通不了,FMGC数据对比没有通过
飞机超过轮速而爆胎,传动蜗杆的固定螺栓丢失
方向舵PCU漏油率较高,主起落架锁作动筒液压软管磨损
货舱烟雾警告,假烟雾信息
空调温度调节不了,区域传感器通风不正常
不预位灯亮,速度刹车手柄作动器可靠性不好
后缘襟翼卡阻。,蜗杆得不到润滑
起落架渗漏,部件上的封圈老化
获取不到FMGC的导航数据,导航数据库没有更新
空调温度调节失败,区域传感器不能正常通风
飞机位置有误,复位MMR失败
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,信号管损坏
电门FAULT灯亮,门锁出现故障
烟雾警告灯亮起,单环路出现问题
空调温度调节不了,发动机引气压力过低
油液渗漏,封圈扭曲
油液渗漏,装管路接头时没有对正
后缘襟翼机械不对称,传动机构磨损
航线偏离,忘记复位FAC
副翼校装不准确,左外后缘后襟翼连接曲柄断裂
TCAS故障,缺失零件
副翼操纵力感觉过大,PCU内部阀门有卡滞
偏航,FAC开关失效
IRU故障,天线失效
发动机间歇性停车,汽化器过脏，油路瞬间堵塞或油路气塞，造成短时间不供油
